ID,DIR,LENGTH,ID1,DIR1,LENGTH1,OSMID,REDEMODOSI,NAME,TYPE,CONDITION,HAZMAT,NUMLANES,WIDTH,ID_ZONA,ZONA_VIA,geometry,route_id,route_type,origin_coords,destination_coords,waypoints_generated,api_status,total_distance_km,total_duration_min,total_duration_hours,number_of_legs,overview_polyline,api_error,leg_1_distance_km,leg_1_duration_min,leg_1_start_addr,leg_1_end_addr,leg_2_distance_km,leg_2_duration_min,leg_2_start_addr,leg_2_end_addr,leg_3_distance_km,leg_3_duration_min,leg_3_start_addr,leg_3_end_addr,leg_4_distance_km,leg_4_duration_min,leg_4_start_addr,leg_4_end_addr,variação
20,0,0.054812,4859,-1,0.0,1053151262,0,Avenida Feliciano SodrÃ©,secondary,,,4,2.5,639,639_Avenida Feliciano SodrÃ©,"LINESTRING (-43.116095 -22.882899, -43.116064 -22.882889, -43.115597 -22.88272)",route_23,LineString,"-22.882899,-43.116095","-22.882720,-43.115597",1,SUCCESS,7.67,15.12,0.25,2,`itjCrbdfGdCrK~AnHvBrJt@jDq@D_Gb@dB`DzGg@wBcJwAwG{@uD}BgKc@sB{@}DaBsHGWcA_EEGU[]g@[a@GAU_@aBgBwAgAa@Uw@c@iAg@S?mA_@oASoAMUAEEIGcAQ]GOMIKEWAQBSN[VOVCNBVNLNR\LfFFvDN\LTRNRHb@FdA?h@Cp@Al@Dd@Jp@TdAj@z@t@^^tCvCn@t@d@v@Z~@\rAp@hC`AdEzBxJpBhJdB~HqHh@dB`DzGg@wBcJYkAsBqJYgAoBgJi@aCoAyFiAiFcA_EEGU[s@cAMGU_@o@w@q@o@wAgAyAy@iAg@S?mA_@oASoAMUAEEIG_@Iw@KQIMMGOC_@BSN[VOVCNBVNV`@HJHzCD`CD`CN\LTRNRHb@FdA?h@Cp@Al@Dd@Jp@TdAj@z@t@|C~CVVn@t@d@v@Z~@n@~B,,3.86,7.6,"Av. Felíciano Sodré, 315 - Ponta Dareia, Niterói - RJ, 24030-012, Brasil","Av. Felíciano Sodré, 315 - Ponta Dareia, Niterói - RJ, 24030-012, Brasil",3.81,7.52,"Av. Felíciano Sodré, 315 - Ponta Dareia, Niterói - RJ, 24030-012, Brasil","Av. Felíciano Sodré, 101 - Centro, Niterói - RJ, 24030-013, Brasil",,,,,,,,,0.007146284224250326
23,0,0.477452,19063,-1,0.01,119870369,0,Avenida Engenheiro Martins Rom,secondary,,,1,3.0,635,635_Avenida Engenheiro Martins Rom,"LINESTRING (-43.122278 -22.904979, -43.122338 -22.904957, -43.122792 -22.904921, -43.123026 -22.904923, -43.123221 -22.904925, -43.123364 -22.904934, -43.123486 -22.904951, -43.123692 -22.904987, -43.124062 -22.90506, -43.124217 -22.905099, -43.124362 -22.905144, -43.124681 -22.90527, -43.124836 -22.905341, -43.124931 -22.905398, -43.125026 -22.905461, -43.125137 -22.90555, -43.125314 -22.905703, -43.125625 -22.906008, -43.125804 -22.906183, -43.12588 -22.906269, -43.125934 -22.906351, -43.125975 -22.90644, -43.125991 -22.906536, -43.125997 -22.906633, -43.125993 -22.906769)",route_28,LineString,"-22.904979,-43.122278","-22.906769,-43.125993",3,SUCCESS,3.99,13.57,0.23,4,~rxjC`iefGIJSFSAkCU_BQsE_@eDY_@@EpEpEZnJp@vBL?K@iDBWAQHi@RkAJk@L_@v@wAJ]@QASa@oAOm@AaAA[ISe@w@sAeBm@m@WWU_@Se@Ks@OiDF}@FY\u@xA_Da@g@wDbE\b@d@fALh@FtAJfBNn@`@p@p@n@zAjBl@|@LZ@N@bA@TFP`@rAFZ?RIXs@rA[~@c@lCIJSFSAkCU_BQsE_@eDY_@@EpEpEZnJp@vBL@HPrAVnBPl@Rf@h@z@jBpB\\p@Xt@D,,1.0,3.92,"Av. Engenheiro Martins Romeo, 23 - Ingá, Niterói - RJ, 24210-400, Brasil","Av. Engenheiro Martins Romeo, 23 - Ingá, Niterói - RJ, 24210-400, Brasil",2.78,9.18,"Av. Engenheiro Martins Romeo, 23 - Ingá, Niterói - RJ, 24210-400, Brasil","Av. Alm. Benjamin Sodré, 45 - Ingá, Niterói - RJ, 24210-390, Brasil",0.19,0.43,"Av. Alm. Benjamin Sodré, 45 - Ingá, Niterói - RJ, 24210-390, Brasil","Av. Engenheiro Martins Romeo, 103 - Ingá, Niterói - RJ, 24210-400, Brasil",0.01,0.03,"Av. Engenheiro Martins Romeo, 103 - Ingá, Niterói - RJ, 24210-400, Brasil","Av. Engenheiro Martins Romeo, 103 - Ingá, Niterói - RJ, 24210-400, Brasil",0.11966215538847116
24,0,0.049567,418382,0,0.54,31054523,0,Estrada de Itaitindiba,tertiary,,,2,30.0,694,694_Estrada de Itaitindiba,"LINESTRING (-42.94361 -22.858193, -42.943442 -22.858288, -42.943347 -22.858345, -42.943199 -22.858428)",route_29,LineString,"-22.858193,-42.943610","-22.858428,-42.943199",2,SUCCESS,0.4,1.52,0.03,3,vnojCrlbeGNQvA]YQOSGQ[p@Ib@vA]OIQOMUAGGNS`@Ib@vA]OIQOMUAGGNA@,,0.14,0.43,"Estr. de Itaitindiba, 20 - Santa Izabel, São Gonçalo - RJ, 24738-795, Brasil","Estr. do Cordeiro, 29 - Santa Izabel, São Gonçalo - RJ, 24738-600, Brasil",0.13,0.55,"Estr. do Cordeiro, 29 - Santa Izabel, São Gonçalo - RJ, 24738-600, Brasil","Estr. do Cordeiro, 09 - Santa Izabel, São Gonçalo - RJ, 24738-600, Brasil",0.12,0.53,"Estr. do Cordeiro, 09 - Santa Izabel, São Gonçalo - RJ, 24738-600, Brasil","Estr. de Itaitindiba, 68-76 - Santa Izabel, São Gonçalo - RJ, 24738-795, Brasil",,,,,0.1239175
26,0,0.024904,57734,-1,0.01,847510950,0,,secondary,,,2,3.0,610,610_847510950,"LINESTRING (-43.007413 -22.924288, -43.007409 -22.924268, -43.007411 -22.924248, -43.007421 -22.924228, -43.007436 -22.924212, -43.007456 -22.924201, -43.007479 -22.924195, -43.007503 -22.924197, -43.007528 -22.924207, -43.007547 -22.924224, -43.007559 -22.924247)",route_35,LineString,"-22.924288,-43.007413","-22.924247,-43.007559",3,SUCCESS,0.02,0.07,0.0,4,vk|jCl{neGGBEHBHB@,,0.0,0.0,"Av. Irene Lopes Sodré, 808 - Itaipu, Niterói - RJ, 24340-105, Brasil","Av. Irene Lopes Sodré, 808 - Itaipu, Niterói - RJ, 24340-105, Brasil",0.01,0.05,"Av. Irene Lopes Sodré, 808 - Itaipu, Niterói - RJ, 24340-105, Brasil","RJ-108, 4048 - Itaipu, Niterói - RJ, 24340-105, Brasil",0.01,0.02,"RJ-108, 4048 - Itaipu, Niterói - RJ, 24340-105, Brasil","Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil",0.0,0.0,"Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil","Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil",1.2451999999999999
30,0,0.0255,57987,-1,0.02,784649499,0,,secondary,,,2,6.0,650,650_784649499,"LINESTRING (-43.056888 -22.941864, -43.056892 -22.941905, -43.056913 -22.941965, -43.056949 -22.942019, -43.056997 -22.942063)",route_39,LineString,"-22.941864,-43.056888","-22.942063,-43.056997",3,SUCCESS,0.73,2.18,0.04,4,ny_kCnpxeG]LOTEZHZHLZLP?PGRWB]GYKQSMM?[JOPGZBZJPXNP?PERSF[C]KQSOOAWDMJMXAZHXVPNBRAPKNY?_@GUUSOES@MHOPGZBZJPJHLDP?PERSF[C]GK,,0.18,0.55,"Tv. Rosa do Viterbo, 32 - Piratininga, Niterói - RJ, 24241-030, Brasil","Tv. Rosa do Viterbo, 32 - Piratininga, Niterói - RJ, 24241-030, Brasil",0.18,0.55,"Tv. Rosa do Viterbo, 32 - Piratininga, Niterói - RJ, 24241-030, Brasil","Tv. Rosa do Viterbo, 32 - Piratininga, Niterói - RJ, 24241-030, Brasil",0.18,0.53,"Tv. Rosa do Viterbo, 32 - Piratininga, Niterói - RJ, 24241-030, Brasil","Tv. Rosa do Viterbo, 32 - Piratininga, Niterói - RJ, 24241-030, Brasil",0.18,0.55,"Tv. Rosa do Viterbo, 32 - Piratininga, Niterói - RJ, 24241-030, Brasil","Tv. Rosa do Viterbo, 32 - Piratininga, Niterói - RJ, 24241-030, Brasil",0.034931506849315064
31,0,0.157693,17376,-1,0.16,1247604503,0,,tertiary,,,2,2.0,650,650_1247604503,"LINESTRING (-43.058227 -22.949991, -43.058185 -22.949925, -43.05816 -22.949895, -43.058057 -22.949816, -43.057988 -22.949755, -43.057925 -22.949693, -43.057877 -22.94964, -43.057829 -22.949579, -43.057745 -22.949443, -43.057683 -22.949313, -43.057647 -22.949206, -43.057623 -22.949107, -43.057605 -22.948985, -43.057592 -22.948869, -43.057562 -22.948757)",route_40,LineString,"-22.949991,-43.058227","-22.948757,-43.057562",3,SUCCESS,1.92,4.35,0.07,4,hlakC~xxeGDHNJJDV?TCXOFMBQCYK_@sAc@e@T[`@l@x@FLNJJDV?TCXOFMBQCYK_@sAc@]K[IWEc@C_AAQ@GDCDSA]@sGb@aCNhAxK|B[Y_De@sEEYbCQ|BObAA~@R^NVLXX`@f@R^TNPB`@EXODGBQ?WIa@CESIa@MkA]y@Ms@Ac@?MDEF[AU@,,0.25,0.57,"Av. Alm Tamandaré, 671 - Piratininga, Niterói - RJ, 24350-380, Brasil","Av. Alm Tamandaré, 671 - Piratininga, Niterói - RJ, 24350-380, Brasil",1.3,3.1,"Av. Alm Tamandaré, 671 - Piratininga, Niterói - RJ, 24350-380, Brasil","Av. Alm Tamandaré, 967 - Piratininga, Niterói - RJ, 24350-380, Brasil",0.36,0.67,"Av. Alm Tamandaré, 967 - Piratininga, Niterói - RJ, 24350-380, Brasil","Av. Alm Tamandaré, 814 - Piratininga, Niterói - RJ, 24350-380, Brasil",0.01,0.02,"Av. Alm Tamandaré, 814 - Piratininga, Niterói - RJ, 24350-380, Brasil","R. Raul Travassos, 261 - Piratininga, Niterói - RJ, 24350-480, Brasil",0.08213177083333334
33,0,0.010548,440708,-1,0.01,847510957,0,,secondary,,,2,3.0,610,610_847510957,"LINESTRING (-43.007521 -22.924328, -43.00754 -22.924315, -43.007555 -22.924295, -43.007562 -22.924271, -43.007559 -22.924247)",route_42,LineString,"-22.924328,-43.007521","-22.924247,-43.007559",3,SUCCESS,0.08,0.3,0.01,4,~k|jCb|neG@IEII?EF?HFDHABIAIICIDAJDFB@,,0.0,0.0,"Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil","Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil",0.04,0.15,"Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil","Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil",0.04,0.15,"Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil","Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil",0.0,0.0,"Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil","Av. Central Ewerton Xavier, 4025 - Itaipu, Niterói - RJ, 24340-105, Brasil",0.13185
34,0,0.056972,426665,-1,0.06,981848515,0,,trunk,,,2,0.0,691,691_981848515,"LINESTRING (-43.001673 -22.829186, -43.001752 -22.829302, -43.001908 -22.829551, -43.001962 -22.829625)",route_43,LineString,"-22.829186,-43.001673","-22.829625,-43.001962",2,SUCCESS,0.75,3.97,0.07,3,jyijClwmeGJUXPx@h@d@Zv@l@MVcA}@sAy@WOJUz@f@tB|AMVIG{AmAiAq@JUXPx@h@d@Zv@l@MVcA}@SM,,0.25,1.28,"Rua Alberto Coelho, Coelho, São Gonçalo - Jardim Alcântara, São Gonçalo - RJ, 24710-635, Brasil","R. Alberto Coelho, 387 - Coelho, São Gonçalo - RJ, 24740-010, Brasil",0.24,1.32,"R. Alberto Coelho, 387 - Coelho, São Gonçalo - RJ, 24740-010, Brasil","R. Cap. Juvenal Figueiredo, 35 - Coelho, São Gonçalo - RJ, 24750-565, Brasil",0.26,1.37,"R. Cap. Juvenal Figueiredo, 35 - Coelho, São Gonçalo - RJ, 24750-565, Brasil","Alcantara, RJ - Jardim Alcântara, São Gonçalo - RJ, 24750-565, Brasil",,,,,0.07596266666666666
38,0,0.009942,398548,-1,0.01,354205950,0,,secondary,,,1,1.0,621,621_354205950,"LINESTRING (-43.055735 -22.91108, -43.055714 -22.911092, -43.055699 -22.911109, -43.055692 -22.91113, -43.055692 -22.911153)",route_47,LineString,"-22.911080,-43.055735","-22.911153,-43.055692",3,SUCCESS,0.13,0.42,0.01,4,dyyjCjixeG?JHHJE?QGEE?GFAJJHHE@QGEE?GFAJHHJEBEAIEGA?,,0.04,0.13,"Estrada Francisco da Cruz Nunes Próximo Ao 1000-1048 - Cantagalo, Niterói - RJ, 24350-310, Brasil","Estrada Francisco da Cruz Nunes Próximo Ao 1000-1048 - Cantagalo, Niterói - RJ, 24350-310, Brasil",0.04,0.15,"Estrada Francisco da Cruz Nunes Próximo Ao 1000-1048 - Cantagalo, Niterói - RJ, 24350-310, Brasil","Estrada Francisco da Cruz Nunes Próximo Ao 1000-1048 - Cantagalo, Niterói - RJ, 24350-310, Brasil",0.04,0.13,"Estrada Francisco da Cruz Nunes Próximo Ao 1000-1048 - Cantagalo, Niterói - RJ, 24350-310, Brasil","Estrada Francisco da Cruz Nunes Próximo Ao 1000-1048 - Cantagalo, Niterói - RJ, 24350-310, Brasil",0.0,0.0,"Estrada Francisco da Cruz Nunes Próximo Ao 1000-1048 - Cantagalo, Niterói - RJ, 24350-310, Brasil","Estrada Francisco da Cruz Nunes Próximo Ao 1000-1048 - Cantagalo, Niterói - RJ, 24350-310, Brasil",0.07647692307692307
39,0,0.325701,424828,-1,0.33,178660564,0,,trunk_link,,,1,2.0,687,687_178660564,"LINESTRING (-43.021337 -22.855352, -43.021552 -22.855059, -43.021689 -22.854904, -43.021838 -22.854778, -43.021969 -22.854716, -43.022091 -22.854674, -43.022236 -22.854635, -43.022414 -22.854611, -43.022772 -22.854591, -43.023064 -22.854578, -43.023237 -22.854598, -43.02338 -22.854628, -43.023546 -22.854686, -43.023672 -22.854752, -43.023817 -22.854862, -43.024037 -22.855028)",route_48,LineString,"-22.855352,-43.021337","-22.855028,-43.024037",3,SUCCESS,3.46,7.73,0.13,4,~|njCnrqeGVIH@R?P@LFJJHLGXqArGNLVf@b@tB`AhEE\AB][_CyB_Au@MWi@o@KYOw@Aq@@eBDi@Jo@Rg@Va@VU\SHIr@UR@R?LBLJNRcAxEUrAFDVZVdAlArFFXAFANCHuBoBgAcA_@WKS[]Sa@Qk@Go@?mAF}AJo@Rg@Va@VUf@]r@UH@R?P@LFJJHLGXqArGNLVf@z@|Dh@`CAPCJAB][_CyB_Au@MWYYSa@Qk@Go@?[ByBFk@Pq@R_@V[j@_@HIr@UR@R?LBLJNRcAxEUrAFDVZv@nDl@hCFXAFANCH}DsD_@W,,0.91,1.98,"R. Visc. de Santarém, 293 - Tribobó, São Gonçalo - RJ, 24750-060, Brasil","R. Visc. de Santarém, 293 - Tribobó, São Gonçalo - RJ, 24750-060, Brasil",0.84,1.9,"R. Visc. de Santarém, 293 - Tribobó, São Gonçalo - RJ, 24750-060, Brasil","Av. Dr. Eugênio Borges, 209 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil",0.79,1.85,"Av. Dr. Eugênio Borges, 209 - Tribobó, São Gonçalo - RJ, 24751-000, Brasil","RJ-104, 86 - Tribobó, São Gonçalo - RJ, 24858-504, Brasil",0.92,2.0,"RJ-104, 86 - Tribobó, São Gonçalo - RJ, 24858-504, Brasil","Av. Dr. Eugênio Borges, 92 - Tribobó, São Gonçalo - RJ, 24755, Brasil",0.09413323699421966
40,0,0.424774,412341,0,0.08,263231697,0,Rua CapitÃ£o JoÃ£o Manoel,secondary,,,2,2.0,706,706_Rua CapitÃ£o JoÃ£o Manoel,"LINESTRING (-43.063582 -22.828421, -43.063689 -22.828369, -43.063872 -22.828281, -43.064177 -22.828153, -43.064326 -22.828095, -43.065069 -22.827846, -43.065234 -22.827786, -43.065398 -22.82771, -43.065537 -22.827636, -43.065685 -22.827538, -43.065875 -22.827416, -43.065995 -22.827336, -43.06622 -22.827164, -43.066286 -22.827117, -43.066573 -22.826927, -43.066886 -22.826719, -43.067149 -22.826534)",route_49,LineString,"-22.828421,-43.063582","-22.826534,-43.067149",3,SUCCESS,1.24,4.63,0.08,4,ptijClzyeGm@kBc@_BS}@bAUhE{@pBi@nCrBZb@HRF`@_C`AuAj@aDtAeAd@Sc@GFEFUt@kBpGa@x@uAjBkAjBs@fA,,0.83,3.32,"R. Cap. João Manoel, 2457 - Parada Quarenta, São Gonçalo - RJ, 24435-550, Brasil","R. Cap. João Manoel, 86 - Porto Novo, São Gonçalo - RJ, 24430-715, Brasil",0.2,0.82,"R. Cap. João Manoel, 86 - Porto Novo, São Gonçalo - RJ, 24430-715, Brasil","R. Cap. João Manoel, 221 - Porto Novo, São Gonçalo - RJ, 24430-715, Brasil",0.17,0.42,"R. Cap. João Manoel, 221 - Porto Novo, São Gonçalo - RJ, 24430-715, Brasil","R. Cap. João Manoel, 778 - Camarão, São Gonçalo - RJ, 24430-715, Brasil",0.03,0.08,"R. Cap. João Manoel, 778 - Camarão, São Gonçalo - RJ, 24430-715, Brasil","R. Cap. João Manoel, 721 - Porto Novo, São Gonçalo - RJ, 24430-715, Brasil",0.34255967741935484
47,0,0.071279,19078,-1,0.01,291725785,0,,secondary,,,1,20.0,636,636_291725785,"LINESTRING (-43.130971 -22.908127, -43.130942 -22.908099, -43.130908 -22.908084, -43.130871 -22.908081, -43.130834 -22.908089, -43.130803 -22.908108, -43.130773 -22.908141, -43.130766 -22.908169, -43.13077 -22.908204, -43.130787 -22.908239, -43.130815 -22.908266, -43.130843 -22.908283, -43.130895 -22.908283, -43.130941 -22.908271, -43.130965 -22.908245, -43.130981 -22.908218, -43.130988 -22.908187, -43.130985 -22.908156, -43.130971 -22.908127)",route_56,LineString,"-22.908127,-43.130971","-22.908127,-43.130971",3,SUCCESS,0.23,1.0,0.02,4,xfyjCn_gfGF@HEHQAIEIOEMFEPDPNDHCFE@UKOO?KJARJLN?HEBIASOKODGNBPJF,,0.07,0.35,"Av. Milton Tavares de Souza, 401 - Boa Viagem, Niterói - RJ, 24210-310, Brasil","Av. Milton Tavares de Souza, 401 - Boa Viagem, Niterói - RJ, 24210-310, Brasil",0.04,0.13,"Av. Milton Tavares de Souza, 401 - Boa Viagem, Niterói - RJ, 24210-310, Brasil","Av. Milton Tavares de Souza, 798 - Boa Viagem, Niterói - RJ, 24210-346, Brasil",0.05,0.15,"Av. Milton Tavares de Souza, 798 - Boa Viagem, Niterói - RJ, 24210-346, Brasil","Av. Milton Tavares de Souza, 401 - Boa Viagem, Niterói - RJ, 24210-310, Brasil",0.07,0.37,"Av. Milton Tavares de Souza, 401 - Boa Viagem, Niterói - RJ, 24210-310, Brasil","Av. Milton Tavares de Souza, 401 - Boa Viagem, Niterói - RJ, 24210-310, Brasil",0.3099086956521739
48,0,0.05438,396351,-1,0.05,16225212,0,,motorway_link,,,3,30.0,522,522_16225212,"LINESTRING (-42.801 -22.736431, -42.801057 -22.736369, -42.801089 -22.736328, -42.801102 -22.736294, -42.801109 -22.73626, -42.801109 -22.736233, -42.801098 -22.736197, -42.801076 -22.736166, -42.801046 -22.73614, -42.800998 -22.736117, -42.800956 -22.736108, -42.800895 -22.736093)",route_57,LineString,"-22.736431,-42.801000","-22.736093,-42.800895",3,SUCCESS,27.97,22.68,0.38,4,xuwiChqfdGVsBRmCr@kJ`@uEd@eEJmCP}K~@{[`@aMd@{RJiDLcEXiPD_EJoJRyHLsDWWSKODULAhABhEFdKUtS[dMoAxe@k@~Ok@xTOtFKvBq@bI{@jJGb@a@rBa@zA?FDJFJHDLBJCBAHC@IXgCV{Ct@sJZuDf@qEDsAFcERwJ~@s[h@}Pf@wRX{LLgMNqLTeHFkBQSKGQGa@RDhMBrDEzDEjEQfK[vM_@bOs@lVg@`Pk@nTM|DQzBm@~GWtCSfCMfAOz@u@tCHXLJLBJCLEXyB~@{L\eEVkCXgCF_AN_IPaJ`Ag\R_Gd@{RPoFF}BXiPL}MNoGToHWWMIM?GBULAhABhEDnG@tBIzHKxIQpG[~LkA|b@k@zQm@bUYlEq@dIa@|ESxAa@rBe@hBeAtEu@`DY~@Oh@ETe@nDm@dF_@dBIn@sE~QwDpOqEnRcCzJwAzFg@|B]lFKlCDnA?hBPpAP@VGDE?KBi@Cg@OYUsAQqAGo@FuBVqDTkAhE_QtEaS`DkMr@yCLi@hE_QJOz@}Ax@{AJQ\i@d@W\Mf@QNIRWJ]BSCSKa@O]]g@KYI_@Ca@?_@J_ALk@@G?Wp@cCl@aCXgC`AcMb@iF`@oDHy@DsANmJd@wQv@eWVaIZ{MLgEVoKJoJJwJTkJDkAFkBQSKGKEM@YN@jGFpJKfKQfKMpG]dMi@rRY|JShGs@vWYlJs@nIw@hJ]bCu@tC,,5.84,4.4,"Rod. Governador Mário Covas, 9440 - Itaville, Tanguá - RJ, 24800-971, Brasil","Rod. Governador Mário Covas, 9422 - Itaiville, Tanguá - RJ, 24800-971, Brasil",5.83,4.38,"Rod. Governador Mário Covas, 9422 - Itaiville, Tanguá - RJ, 24800-971, Brasil","Rod. Governador Mário Covas, 9419 - Engenho Velho, Itaboraí - RJ, 24800-971, Brasil",5.83,4.32,"Rod. Governador Mário Covas, 9419 - Engenho Velho, Itaboraí - RJ, 24800-971, Brasil","Rod. Governador Mário Covas, 9419 - Engenho Velho, Itaboraí - RJ, 24800-971, Brasil",10.46,9.58,"Rod. Governador Mário Covas, 9419 - Engenho Velho, Itaboraí - RJ, 24800-971, Brasil","Rod. Governador Mário Covas, 9419 - Engenho Velho, Itaboraí - RJ, 24800-971, Brasil",0.0019442259563818376
49,0,0.04527,395635,-1,0.02,525257441,0,,tertiary,,,1,1.0,528,528_525257441,"LINESTRING (-42.800229 -22.701301, -42.800182 -22.701353, -42.800151 -22.701415, -42.800148 -22.701431, -42.80014 -22.701482, -42.800148 -22.70155, -42.800176 -22.701613, -42.800221 -22.701667)",route_58,LineString,"-22.701301,-42.800229","-22.701667,-42.800221",3,SUCCESS,3.67,4.82,0.08,4,fzpiChlfdGz@fEn@vAZx@d@l@^`@n@h@tDjCTPPBN@LEJKBUIWmAw@yBsAm@a@e@c@Y_@kAiBg@aDO}@KKKGIAUJCPATRhAd@lBt@dBN`@`@f@TX^^z@n@lDdCZDHANIFK@ECSEMs@e@cC{ASKi@_@a@_@Y[k@}@c@s@AKu@sEQQKCKBMFEf@r@lDVj@r@dBdAnAn@h@~AhAtA`ATPPBN@LELQ@OIW}DcCw@i@_AcAkAiBg@aDO}@EGKIKCKBMHCNATRhAd@lBb@bAP`@N`@`@f@TX^^nDfCx@l@ZDHANIHQCSEMs@e@cC{AIEIEi@_@a@_@Y[k@}@c@s@AKs@mE,,0.93,1.22,"Estr. Cel. Diniz, 7 - Alto do Jacu, Itaboraí - RJ, 24841-365, Brasil","Estr. Cel. Diniz, 7 - Alto do Jacu, Itaboraí - RJ, 24841-365, Brasil",0.92,1.2,"Estr. Cel. Diniz, 7 - Alto do Jacu, Itaboraí - RJ, 24841-365, Brasil","Rodovia Rj-116 - Alto do Jacu, Itaboraí - RJ, 24800, Brasil",0.9,1.18,"Rodovia Rj-116 - Alto do Jacu, Itaboraí - RJ, 24800, Brasil","Rodovia Rj-116 - Alto do Jacu, Itaboraí - RJ, 24800, Brasil",0.92,1.22,"Rodovia Rj-116 - Alto do Jacu, Itaboraí - RJ, 24800, Brasil","Rodovia Rj-116 - Alto do Jacu, Itaboraí - RJ, 24800, Brasil",0.012335149863760218
51,0,0.027413,400611,-1,0.03,204186837,0,,motorway_link,,,2,6.0,684,684_204186837,"LINESTRING (-43.02475 -22.793158, -43.024819 -22.793231, -43.02485 -22.793265, -43.024887 -22.79331, -43.024921 -22.793348)",route_60,LineString,"-22.793158,-43.024750","-22.793348,-43.024921",3,SUCCESS,32.61,50.35,0.84,4,bxbjCtgreG{Gyl@sEu]_CcQaCeQWiBL]DOTa@JBZ`AZ|@WNUTEJ?TpA|IPjAThAMD[LMFw@Zs@^s@^yAuDyAwDIDIBY{@u@yB[{@hCcAxBcAPFXTX\VhB~@vGZxCxArK`@|CnClSrA~Jz@pHxB`SdDdYfCrUtC|VxAjLBRCFCHAXBtAP~BB~@CLCKIc@WsAWq@aAqBUw@Iy@GqBBy@Ju@F{@Cu@{@aEy@qC@?DA@C?I?AzAoBt@aAr@iAP_@^{BRi@h@m@VUtBqA~As@RKq@w@Y[cCsCi@Jc@@qBEsADkA?OCGIM@AOi@yEAKDIBo@KaAYaCAIAIG@KIKECAMEs@qGu@uGWwBm@oFu@yGiAuJy@mGaAiHyCaU{AyKiByMX{@NSJBv@~Bg@ZINCLXpBhA|HVpAYLi@RkAh@gAj@sDmJSHs@yBw@wBbGgCZLXZNPHl@TxAbArHZjCpA|JtCfTvBjP|@pHlA~KbFlc@rBdRx@dHnBtP|@jHGR?r@NbDFt@Cl@Q_A[sA{AeDMi@KqACoBTuB@s@Iy@eAsEg@cB@?BC@C?EPWjBcCr@eA^o@Jg@\oB\m@f@g@fAw@rAq@xAq@oEgF{@Lc@?kBGwAFaA?MGCEM@O{A]}CHGEoAQ_BMeACOMCQIQG_BoNm@oFq@}FyBuRiAqIuFab@q@uEgAeIWiBL]DOTa@JBZ`AZ|@WNUTEJ?T~@pGb@vCThAMD[Lk@TmAl@s@^yAuDyAwDIDIBY{@u@yB[{@hCcAxBcAPFXTX\vA`KZxCT|AnAlJdBhMpAvJtApKhAxJ|Dz]xBjR~AfOz@hHfAvJv@~F`@jDBRCFCHAFBfBVlDAPCLCKIc@Ig@[iA{@iB_@{@Ig@KqB@cBRqBCu@Mu@m@kC_@sAW}@@?@A@C@C?C?C~ByCdAaBP_@RoATcAd@s@d@a@tBqAp@Yl@YRKq@w@Y[cCsCi@Jc@@sAC]Am@BkABq@CKKM@AOi@yE?SBABo@a@kDEa@AIG@IGQIMEs@qGu@uGg@kEyByRiEm\qCsSsBgOo@uENe@HUNSJBv@~Bg@ZM\jAdIn@zDcBp@sBdAsDmJSHkBqFbGgCZLXZNPHl@TxAbArHZjCb@dDx@fG|CnU~B~QbBjOXdCzFbg@xAjNzAtMzArLb@tDELCT@b@NbDHjAEVB\a@dCCLDZn@pBb@hAFJRAVIJCx@QNCIw@Km@]yAk@cCEI_@gDcAkJg@qDy@gG}@kIcBgOeCkTZc@@G,,8.13,13.38,"BR-101, 308 - Itaúna, São Gonçalo - RJ, 24473-070, Brasil","R. Macolin, 229 - Itaúna, São Gonçalo - RJ, 24474-105, Brasil",8.14,13.45,"R. Macolin, 229 - Itaúna, São Gonçalo - RJ, 24474-105, Brasil","R. Macolin, 229 - Itaúna, São Gonçalo - RJ, 24474-105, Brasil",8.14,13.45,"R. Macolin, 229 - Itaúna, São Gonçalo - RJ, 24474-105, Brasil","R. Macolin, 229 - Itaúna, São Gonçalo - RJ, 24474-105, Brasil",8.21,10.07,"R. Macolin, 229 - Itaúna, São Gonçalo - RJ, 24474-105, Brasil","R. Macolin, 229 - Itaúna, São Gonçalo - RJ, 24474-105, Brasil",0.0008406317080650107
