,cod_domicilio,num_pessoa,motivo_orig,motivo_dest,modo_agregado,zona_orig,zona_dest,faixa_renda,tempo_viagem,hora_chegada,hora_saida,fator_expansao
13291,80297,2,trabalho,casa,Coletivo,0488,0050,< 2,55.0,2012-08-15 20:55:00,2012-08-15 20:00:00,475.48
13292,80297,4,casa,trabalho,Coletivo,0050,0370,< 2,45.0,2012-08-15 06:15:00,2012-08-15 05:30:00,533.33
13293,80297,4,trabalho,casa,Coletivo,0268,0050,< 2,50.0,2012-08-15 17:50:00,2012-08-15 17:00:00,533.33
13294,80298,1,casa,trabalho,A pé,0050,0050,< 2,20.0,2012-08-15 05:50:00,2012-08-15 05:30:00,388.62
13295,80298,1,trabalho,casa,A pé,0050,0050,< 2,20.0,2012-08-15 16:50:00,2012-08-15 16:30:00,388.62
13296,80298,3,casa,trabalho,A pé,0050,0050,< 2,5.0,2012-08-15 08:05:00,2012-08-15 08:00:00,533.33
13297,80298,3,trabalho,casa,A pé,0050,0050,< 2,5.0,2012-08-15 19:05:00,2012-08-15 19:00:00,533.33
13298,80298,4,casa,casa,Coletivo,0206,0206,< 2,15.0,2012-08-15 12:45:00,2012-08-15 12:30:00,569.44
13299,80298,4,casa,estudo,Coletivo,0206,0206,< 2,30.0,2012-08-15 07:30:00,2012-08-15 07:00:00,569.44
13300,80301,1,casa,trabalho,Coletivo,0050,0485,< 2,50.0,2012-08-15 09:50:00,2012-08-15 09:00:00,389.75
13301,80301,1,trabalho,casa,Coletivo,0485,0050,< 2,50.0,2012-08-15 20:50:00,2012-08-15 20:00:00,389.75
13302,80301,2,casa,trabalho,A pé,0050,0207,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,389.75
13303,80301,2,trabalho,casa,A pé,0207,0050,< 2,20.0,2012-08-15 20:20:00,2012-08-15 20:00:00,389.75
13304,80301,3,casa,casa,A pé,0050,0050,< 2,20.0,2012-08-15 17:20:00,2012-08-15 17:00:00,394.95
13305,80301,3,casa,estudo,A pé,0050,0050,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,394.95
13306,80302,1,casa,trabalho,Individual,0050,0268,< 2,30.0,2012-08-15 07:30:00,2012-08-15 07:00:00,201.44
13307,80302,1,trabalho,casa,Individual,0269,0050,< 2,30.0,2012-08-15 18:30:00,2012-08-15 18:00:00,201.44
13308,80302,2,casa,trabalho,Coletivo,0050,0119,< 2,35.0,2012-08-15 09:05:00,2012-08-15 08:30:00,376.5
13309,80302,2,trabalho,casa,Coletivo,0119,0050,< 2,25.0,2012-08-15 18:25:00,2012-08-15 18:00:00,376.5
13310,80303,1,casa,lazer,A pé,0050,0050,< 2,10.0,2012-08-15 08:40:00,2012-08-15 08:30:00,525.43
13311,80303,1,lazer,casa,A pé,0050,0050,< 2,10.0,2012-08-15 22:40:00,2012-08-15 22:30:00,525.43
13312,80305,1,casa,saude,Individual,0050,0416,< 2,15.0,2012-08-15 07:15:00,2012-08-15 07:00:00,533.33
13313,80305,1,saude,casa,Individual,0416,0050,< 2,20.0,2012-08-15 09:50:00,2012-08-15 09:30:00,533.33
13314,80305,2,casa,saude,Individual,0050,0416,< 2,15.0,2012-08-15 07:15:00,2012-08-15 07:00:00,388.62
13315,80305,2,saude,casa,Individual,0416,0050,< 2,20.0,2012-08-15 09:50:00,2012-08-15 09:30:00,388.62
13316,80305,3,casa,estudo,Individual,0050,0189,< 2,6.0,2012-08-15 07:06:00,2012-08-15 07:00:00,4178.85
13317,80305,3,estudo,casa,Coletivo,0189,0050,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,4178.85
13318,80305,4,casa,saude,Individual,0050,0416,< 2,15.0,2012-08-15 07:15:00,2012-08-15 07:00:00,569.44
13319,80305,4,saude,casa,Individual,0416,0050,< 2,20.0,2012-08-15 09:50:00,2012-08-15 09:30:00,569.44
13320,80307,3,casa,casa,A pé,0050,0209,< 2,25.0,2012-08-15 07:25:00,2012-08-15 07:00:00,569.44
13321,80307,3,estudo,casa,A pé,0206,0050,< 2,25.0,2012-08-15 16:25:00,2012-08-15 16:00:00,569.44
13322,80308,2,casa,trabalho,A pé,0050,0206,< 2,10.0,2012-08-15 09:10:00,2012-08-15 09:00:00,388.62
13323,80308,2,trabalho,casa,A pé,0206,0050,< 2,10.0,2012-08-15 22:10:00,2012-08-15 22:00:00,388.62
13324,80308,3,casa,estudo,A pé,0050,0206,< 2,40.0,2012-08-15 12:40:00,2012-08-15 12:00:00,569.44
13325,80308,3,estudo,casa,A pé,0206,0050,< 2,40.0,2012-08-15 18:10:00,2012-08-15 17:30:00,569.44
13326,80308,5,casa,casa,A pé,0050,0224,< 2,40.0,2012-08-15 11:55:00,2012-08-15 11:15:00,4178.85
13327,80308,5,estudo,casa,A pé,0206,0050,< 2,40.0,2012-08-15 17:40:00,2012-08-15 17:00:00,4178.85
13328,80309,2,casa,trabalho,Coletivo,0050,0109,< 2,50.0,2012-08-15 08:50:00,2012-08-15 08:00:00,389.75
13329,80309,2,trabalho,casa,Coletivo,0109,0050,< 2,90.0,2012-08-15 19:30:00,2012-08-15 18:00:00,389.75
13330,80313,1,casa,lazer,A pé,0050,0050,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,0.0
13331,80313,1,lazer,casa,A pé,0050,0050,< 2,20.0,2012-08-15 08:20:00,2012-08-15 08:00:00,0.0
13332,80598,2,casa,trabalho,A pé,0050,0189,< 2,30.0,2012-08-15 07:30:00,2012-08-15 07:00:00,475.48
13333,80598,2,trabalho,casa,A pé,0189,0050,< 2,30.0,2012-08-15 19:30:00,2012-08-15 19:00:00,475.48
13334,80598,4,casa,trabalho,Coletivo,0050,0149,< 2,40.0,2012-08-15 14:40:00,2012-08-15 14:00:00,533.33
13335,80598,4,trabalho,casa,Coletivo,0149,0050,< 2,40.0,2012-08-15 23:40:00,2012-08-15 23:00:00,533.33
13336,80599,1,casa,trabalho,Coletivo,0050,0119,< 2,35.0,2012-08-15 05:05:00,2012-08-15 04:30:00,389.75
13337,80599,1,casa,trabalho,Coletivo,0119,0387,< 2,30.0,2012-08-15 05:40:00,2012-08-15 05:10:00,389.75
13338,80599,1,trabalho,casa,Coletivo,0119,0050,< 2,40.0,2012-08-15 16:20:00,2012-08-15 15:40:00,389.75
13339,80599,1,trabalho,casa,Coletivo,0387,0119,< 2,30.0,2012-08-15 15:30:00,2012-08-15 15:00:00,389.75
13340,80599,2,casa,trabalho,A pé,0050,0205,< 2,20.0,2012-08-15 17:20:00,2012-08-15 17:00:00,389.75
13341,80599,2,trabalho,casa,A pé,0206,0050,< 2,20.0,2012-08-15 06:20:00,2012-08-15 06:00:00,389.75
13342,80599,3,casa,estudo,A pé,0050,0050,< 2,15.0,2012-08-15 12:00:00,2012-08-15 11:45:00,394.95
13343,80599,3,estudo,casa,A pé,0050,0050,< 2,15.0,2012-08-15 16:30:00,2012-08-15 16:15:00,394.95
13344,80600,3,casa,estudo,A pé,0050,0189,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,569.44
13345,80600,3,estudo,casa,Coletivo,0206,0050,< 2,20.0,2012-08-15 17:20:00,2012-08-15 17:00:00,569.44
13346,80602,3,casa,lazer,A pé,0050,0281,< 2,15.0,2012-08-15 17:15:00,2012-08-15 17:00:00,394.95
13347,80602,3,lazer,casa,A pé,0281,0050,< 2,15.0,2012-08-15 18:15:00,2012-08-15 18:00:00,394.95
13348,80604,1,casa,outros,A pé,0050,0188,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,82.27
13349,80604,1,outros,casa,A pé,0188,0206,< 2,20.0,2012-08-15 13:50:00,2012-08-15 13:30:00,82.27
13350,80604,2,casa,trabalho,Coletivo,0050,0137,< 2,65.0,2012-08-15 10:05:00,2012-08-15 09:00:00,82.27
13351,80604,2,trabalho,casa,Coletivo,0137,0050,< 2,60.0,2012-08-15 20:00:00,2012-08-15 19:00:00,82.27
13352,80605,1,casa,outros,Individual,0050,0280,< 2,10.0,2012-08-15 13:55:00,2012-08-15 13:45:00,279.85
13353,80605,1,outros,casa,Individual,0280,0050,< 2,15.0,2012-08-15 15:35:00,2012-08-15 15:20:00,279.85
13354,80605,2,casa,outros,Individual,0050,0280,< 2,15.0,2012-08-15 14:00:00,2012-08-15 13:45:00,316.42
13355,80605,2,outros,casa,Individual,0280,0050,< 2,15.0,2012-08-15 15:35:00,2012-08-15 15:20:00,316.42
13356,80605,3,casa,casa,Individual,0280,0050,< 2,15.0,2012-08-15 15:35:00,2012-08-15 15:20:00,266.53
13357,80605,3,casa,outros,Individual,0050,0280,< 2,15.0,2012-08-15 14:00:00,2012-08-15 13:45:00,266.53
13358,80608,2,casa,outros,A pé,0050,0050,< 2,15.0,2012-08-15 10:15:00,2012-08-15 10:00:00,82.27
13359,80608,2,outros,casa,A pé,0050,0050,< 2,20.0,2012-08-15 11:20:00,2012-08-15 11:00:00,82.27
13360,80791,1,casa,lazer,Coletivo,0050,0139,< 2,40.0,2012-08-15 11:40:00,2012-08-15 11:00:00,266.53
13361,80791,1,lazer,casa,Coletivo,0139,0050,< 2,35.0,2012-08-15 14:35:00,2012-08-15 14:00:00,266.53
13362,80795,1,casa,trabalho,Coletivo,0050,0137,< 2,50.0,2012-08-15 09:20:00,2012-08-15 08:30:00,533.33
13363,80795,1,trabalho,casa,Coletivo,0137,0050,< 2,40.0,2012-08-15 19:10:00,2012-08-15 18:30:00,533.33
13364,80795,3,casa,estudo,A pé,0050,0279,< 2,35.0,2012-08-15 12:55:00,2012-08-15 12:20:00,569.44
13365,80795,3,estudo,casa,Coletivo,0279,0050,< 2,35.0,2012-08-15 18:05:00,2012-08-15 17:30:00,569.44
13366,80797,1,casa,trabalho,A pé,0050,0050,< 2,15.0,2012-08-15 07:45:00,2012-08-15 07:30:00,90.66
13367,80797,1,trabalho,casa,A pé,0050,0050,< 2,15.0,2012-08-15 19:15:00,2012-08-15 19:00:00,90.66
13368,80797,2,casa,trabalho,Coletivo,0050,0110,< 2,45.0,2012-08-15 08:45:00,2012-08-15 08:00:00,82.27
13369,80797,2,trabalho,casa,Coletivo,0110,0050,< 2,50.0,2012-08-15 13:50:00,2012-08-15 13:00:00,82.27
13370,80799,2,casa,lazer,A pé,0050,0050,< 2,10.0,2012-08-15 13:10:00,2012-08-15 13:00:00,266.53
13371,80799,2,lazer,casa,A pé,0050,0050,< 2,10.0,2012-08-15 13:40:00,2012-08-15 13:30:00,266.53
13372,80799,3,casa,estudo,A pé,0050,0188,< 2,15.0,2012-08-15 08:15:00,2012-08-15 08:00:00,394.95
13373,80799,3,estudo,casa,A pé,0188,0050,< 2,15.0,2012-08-15 12:45:00,2012-08-15 12:30:00,394.95
13374,80800,3,casa,estudo,A pé,0050,0206,< 2,15.0,2012-08-15 06:45:00,2012-08-15 06:30:00,569.44
13375,80800,3,estudo,casa,A pé,0206,0206,< 2,15.0,2012-08-15 13:15:00,2012-08-15 13:00:00,569.44
13376,80800,4,casa,estudo,A pé,0050,0206,< 2,15.0,2012-08-15 06:45:00,2012-08-15 06:30:00,569.44
13377,80800,4,estudo,casa,A pé,0206,0050,< 2,15.0,2012-08-15 13:15:00,2012-08-15 13:00:00,569.44
13378,80940,3,casa,estudo,A pé,0050,0188,< 2,10.0,2012-08-15 12:50:00,2012-08-15 12:40:00,569.44
13379,80940,3,estudo,casa,A pé,0188,0050,< 2,15.0,2012-08-15 17:15:00,2012-08-15 17:00:00,569.44
13380,80940,4,casa,trabalho,Coletivo,0050,0099,< 2,60.0,2012-08-15 14:00:00,2012-08-15 13:00:00,388.62
13381,80940,4,trabalho,casa,Coletivo,0099,0050,< 2,60.0,2012-08-15 00:00:00,2012-08-15 23:00:00,388.62
13382,80940,5,casa,trabalho,Coletivo,0050,0226,< 2,35.0,2012-08-15 17:35:00,2012-08-15 17:00:00,533.33
13383,80940,5,trabalho,casa,Coletivo,0226,0050,< 2,20.0,2012-08-15 22:20:00,2012-08-15 22:00:00,533.33
13384,80940,6,casa,outros,Coletivo,0050,0119,< 2,45.0,2012-08-15 07:45:00,2012-08-15 07:00:00,533.33
13385,80940,6,outros,casa,Coletivo,0119,0050,< 2,40.0,2012-08-15 12:40:00,2012-08-15 12:00:00,533.33
13386,80943,1,casa,lazer,Coletivo,0050,0238,< 2,30.0,2012-08-15 06:30:00,2012-08-15 06:00:00,525.43
13387,80943,1,lazer,casa,Coletivo,0238,0050,< 2,30.0,2012-08-15 08:30:00,2012-08-15 08:00:00,525.43
13388,80945,1,casa,trabalho,Coletivo,0050,0092,< 2,85.0,2012-08-15 07:25:00,2012-08-15 06:00:00,416.4
13389,80945,1,trabalho,casa,Coletivo,0092,0050,< 2,75.0,2012-08-15 16:15:00,2012-08-15 15:00:00,416.4
13390,80945,2,casa,trabalho,A pé,0050,0188,< 2,5.0,2012-08-15 07:35:00,2012-08-15 07:30:00,266.53
13391,80945,2,trabalho,casa,A pé,0206,0050,< 2,5.0,2012-08-15 17:05:00,2012-08-15 17:00:00,266.53
13392,80945,3,casa,estudo,A pé,0050,0189,< 2,30.0,2012-08-15 12:30:00,2012-08-15 12:00:00,394.95
13393,80945,3,estudo,casa,A pé,0206,0050,< 2,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,394.95
13394,80948,1,casa,trabalho,Coletivo,0050,0221,< 2,42.0,2012-08-15 07:02:00,2012-08-15 06:20:00,279.85
13395,80948,1,trabalho,casa,Coletivo,0220,0050,< 2,55.0,2012-08-15 19:35:00,2012-08-15 18:40:00,279.85
13396,80948,2,casa,trabalho,Coletivo,0050,0220,< 2,42.0,2012-08-15 07:02:00,2012-08-15 06:20:00,279.85
13397,80948,2,trabalho,casa,Coletivo,0220,0050,< 2,42.0,2012-08-15 19:22:00,2012-08-15 18:40:00,279.85
13398,80949,3,casa,estudo,A pé,0050,0206,< 2,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,394.95
13399,80949,3,estudo,casa,A pé,0206,0050,< 2,15.0,2012-08-15 17:15:00,2012-08-15 17:00:00,394.95
13400,80950,1,casa,saude,Coletivo,0206,0127,< 2,60.0,2012-08-15 06:00:00,2012-08-15 05:00:00,38.17
13401,80950,1,saude,casa,Coletivo,0127,0226,< 2,40.0,2012-08-15 10:40:00,2012-08-15 10:00:00,38.17
13402,81149,1,casa,estudo,Individual,0052,0162,< 2,30.0,2012-08-15 13:10:00,2012-08-15 12:40:00,890.3
13403,81149,1,estudo,casa,Individual,0162,0052,< 2,30.0,2012-08-15 13:40:00,2012-08-15 13:10:00,890.3
13404,81149,3,casa,trabalho,Individual,0052,0006,< 2,40.0,2012-08-15 07:10:00,2012-08-15 06:30:00,890.3
13405,81149,3,trabalho,casa,Individual,0006,0051,< 2,40.0,2012-08-15 18:10:00,2012-08-15 17:30:00,890.3
13406,81150,2,casa,trabalho,Coletivo,0052,0269,< 2,100.0,2012-08-15 07:10:00,2012-08-15 05:30:00,890.3
13407,81150,2,trabalho,casa,Coletivo,0269,0051,< 2,90.0,2012-08-15 20:30:00,2012-08-15 19:00:00,890.3
13408,81150,3,casa,outros,A pé,0052,0052,< 2,7.0,2012-08-15 20:37:00,2012-08-15 20:30:00,2579.4
13409,81150,3,outros,casa,A pé,0051,0051,< 2,10.0,2012-08-15 22:10:00,2012-08-15 22:00:00,2579.4
13410,81153,1,casa,saude,A pé,0051,0052,< 2,20.0,2012-08-15 11:20:00,2012-08-15 11:00:00,890.3
13411,81153,1,saude,casa,A pé,0052,0052,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,890.3
13412,81153,3,casa,estudo,A pé,0051,0052,< 2,20.0,2012-08-15 12:40:00,2012-08-15 12:20:00,890.3
13413,81153,3,estudo,casa,A pé,0052,0051,< 2,20.0,2012-08-15 17:50:00,2012-08-15 17:30:00,890.3
13414,81153,5,casa,estudo,A pé,0051,0052,< 2,20.0,2012-08-15 12:40:00,2012-08-15 12:20:00,890.3
13415,81153,5,estudo,casa,A pé,0052,0051,< 2,20.0,2012-08-15 17:50:00,2012-08-15 17:30:00,890.3
13416,81155,1,casa,outros,Coletivo,0051,0052,< 2,20.0,2012-08-15 11:20:00,2012-08-15 11:00:00,588.44
13417,81155,1,outros,casa,Coletivo,0052,0052,< 2,120.0,2012-08-15 15:00:00,2012-08-15 13:00:00,588.44
13418,81155,2,casa,trabalho,A pé,0051,0195,< 2,30.0,2012-08-15 08:00:00,2012-08-15 07:30:00,0.0
13419,81155,2,trabalho,casa,A pé,0195,0051,< 2,30.0,2012-08-15 18:00:00,2012-08-15 17:30:00,0.0
13420,81156,1,casa,outros,A pé,0052,0052,< 2,15.0,2012-08-15 11:15:00,2012-08-15 11:00:00,3599.4
13421,81156,1,outros,casa,A pé,0052,0052,< 2,15.0,2012-08-15 12:35:00,2012-08-15 12:20:00,3599.4
13422,81156,3,casa,estudo,A pé,0052,0052,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,2579.4
13423,81156,3,estudo,casa,A pé,0195,0052,< 2,75.0,2012-08-15 13:00:00,2012-08-15 11:45:00,2579.4
13424,81156,4,casa,estudo,A pé,0052,0052,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,2579.4
13425,81156,4,estudo,casa,Coletivo,0195,0052,< 2,75.0,2012-08-15 13:00:00,2012-08-15 11:45:00,2579.4
13426,81159,1,casa,outros,A pé,0052,0051,< 2,15.0,2012-08-15 22:15:00,2012-08-15 22:00:00,3599.4
13427,81159,1,outros,casa,A pé,0051,0052,< 2,15.0,2012-08-15 06:45:00,2012-08-15 06:30:00,3599.4
13428,81159,2,casa,casa,Coletivo,0052,0196,< 2,35.0,2012-08-15 07:35:00,2012-08-15 07:00:00,3599.4
13429,81159,2,casa,estudo,Coletivo,0052,0196,< 2,35.0,2012-08-15 12:35:00,2012-08-15 12:00:00,3599.4
13430,81159,2,estudo,casa,Coletivo,0196,0052,< 2,40.0,2012-08-15 08:00:00,2012-08-15 12:40:00,3599.4
13431,81159,3,casa,estudo,A pé,0052,0194,< 2,30.0,2012-08-15 12:30:00,2012-08-15 12:00:00,2579.4
13432,81159,3,estudo,casa,A pé,0194,0052,< 2,30.0,2012-08-15 18:00:00,2012-08-15 17:30:00,2579.4
13433,81159,4,casa,estudo,Coletivo,0052,0196,< 2,35.0,2012-08-15 07:35:00,2012-08-15 07:00:00,2579.4
13434,81159,4,estudo,casa,Coletivo,0196,0051,< 2,20.0,2012-08-15 13:00:00,2012-08-15 12:40:00,2579.4
13435,81159,5,casa,estudo,A pé,0052,0194,< 2,30.0,2012-08-15 12:30:00,2012-08-15 12:00:00,2579.4
13436,81159,5,estudo,casa,A pé,0194,0052,< 2,30.0,2012-08-15 18:00:00,2012-08-15 17:30:00,2579.4
13437,81163,1,casa,estudo,Coletivo,0052,0164,< 2,35.0,2012-08-15 18:55:00,2012-08-15 18:20:00,2858.83
13438,81163,1,estudo,casa,Coletivo,0164,0051,< 2,35.0,2012-08-15 22:15:00,2012-08-15 21:40:00,2858.83
13439,81164,1,casa,trabalho,Coletivo,0052,0217,< 2,55.0,2012-08-15 09:55:00,2012-08-15 09:00:00,1643.55
13440,81164,1,trabalho,casa,Coletivo,0217,0052,< 2,35.0,2012-08-15 19:35:00,2012-08-15 19:00:00,1643.55
13441,81170,1,casa,outros,A pé,0165,0194,< 2,15.0,2012-08-15 17:15:00,2012-08-15 17:00:00,727.3
13442,81170,1,casa,outros,Coletivo,0165,0194,< 2,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,727.3
13443,81170,1,outros,casa,A pé,0158,0165,< 2,15.0,2012-08-15 17:35:00,2012-08-15 17:20:00,727.3
13444,81170,1,outros,casa,Coletivo,0194,0165,< 2,15.0,2012-08-15 12:35:00,2012-08-15 12:20:00,727.3
13445,81170,2,casa,estudo,A pé,0165,0158,< 2,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,728.76
13446,81170,2,estudo,casa,A pé,0158,0165,< 2,15.0,2012-08-15 17:35:00,2012-08-15 17:20:00,728.76
13447,81171,1,casa,trabalho,Coletivo,0052,0147,< 2,70.0,2012-08-15 06:10:00,2012-08-15 05:00:00,877.15
13448,81171,1,trabalho,casa,Coletivo,0147,0052,< 2,55.0,2012-08-15 19:55:00,2012-08-15 19:00:00,877.15
13449,81171,2,casa,estudo,A pé,0052,0162,< 2,40.0,2012-08-15 07:10:00,2012-08-15 06:30:00,1095.8
13450,81171,2,estudo,casa,Coletivo,0162,0052,< 2,15.0,2012-08-15 11:55:00,2012-08-15 11:40:00,1095.8
13451,81172,1,casa,trabalho,A pé,0195,0159,< 2,30.0,2012-08-15 07:25:00,2012-08-15 06:55:00,318.83
13452,81172,1,trabalho,casa,A pé,0159,0051,< 2,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,318.83
13453,81172,2,casa,casa,A pé,0051,0163,< 2,20.0,2012-08-15 05:20:00,2012-08-15 05:00:00,775.16
13454,81172,2,trabalho,casa,Coletivo,0163,0195,< 2,20.0,2012-08-15 17:20:00,2012-08-15 17:00:00,775.16
13455,81174,1,casa,outros,Coletivo,0052,0164,< 2,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,877.15
13456,81174,1,outros,casa,Coletivo,0164,0052,< 2,20.0,2012-08-15 14:20:00,2012-08-15 14:00:00,877.15
13457,82183,2,casa,trabalho,Individual,0051,0351,< 2,90.0,2012-08-15 07:30:00,2012-08-15 06:00:00,62.97
13458,82183,2,trabalho,casa,Individual,0351,0052,< 2,90.0,2012-08-15 20:00:00,2012-08-15 18:30:00,62.97
13459,82183,3,trabalho,casa,Coletivo,0158,0061,< 2,20.0,2012-08-15 08:25:00,2012-08-15 08:05:00,260.43
13460,82183,3,trabalho,casa,Coletivo,0377,0158,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,260.43
13461,82185,3,casa,trabalho,A pé,0194,0196,< 2,20.0,2012-08-15 07:20:00,2012-08-15 07:00:00,260.43
13462,82185,3,trabalho,casa,A pé,0196,0194,< 2,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,260.43
13463,82187,1,casa,estudo,A pé,0051,0196,< 2,40.0,2012-08-15 13:25:00,2012-08-15 12:45:00,1504.42
13464,82187,1,casa,estudo,Coletivo,0051,0196,< 2,40.0,2012-08-15 17:30:00,2012-08-15 16:50:00,1504.42
13465,82187,1,estudo,casa,A pé,0196,0052,< 2,80.0,2012-08-15 14:10:00,2012-08-15 17:30:00,1504.42
13466,82187,4,casa,estudo,A pé,0051,0196,< 2,40.0,2012-08-15 13:25:00,2012-08-15 12:45:00,7042.87
13467,82187,4,estudo,casa,A pé,0196,0052,< 2,40.0,2012-08-15 18:10:00,2012-08-15 17:30:00,7042.87
13468,82189,1,casa,estudo,A pé,0194,0196,< 2,40.0,2012-08-15 07:10:00,2012-08-15 11:20:00,1005.96
13469,82189,1,estudo,casa,A pé,0196,0194,< 2,40.0,2012-08-15 07:35:00,2012-08-15 11:45:00,1005.96
13470,82189,3,casa,estudo,A pé,0194,0196,< 2,20.0,2012-08-15 07:10:00,2012-08-15 06:50:00,1439.64
13471,82189,3,estudo,casa,A pé,0196,0194,< 2,20.0,2012-08-15 12:05:00,2012-08-15 11:45:00,1439.64
13472,82190,1,casa,trabalho,A pé,0194,0194,< 2,3.0,2012-08-15 08:03:00,2012-08-15 08:00:00,670.61
13473,82190,1,trabalho,casa,A pé,0194,0194,< 2,3.0,2012-08-15 20:03:00,2012-08-15 20:00:00,670.61
13474,82190,2,casa,estudo,A pé,0194,0052,< 2,10.0,2012-08-15 13:15:00,2012-08-15 13:05:00,454.26
13475,82190,2,casa,estudo,A pé,0194,0194,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,454.26
13476,82190,2,estudo,casa,A pé,0052,0194,< 2,10.0,2012-08-15 16:40:00,2012-08-15 16:30:00,454.26
13478,82190,2,estudo,casa,A pé,0194,0052,< 2,25.0,2012-08-15 11:45:00,2012-08-15 11:20:00,454.26
13479,82191,1,casa,outros,Coletivo,0051,0261,< 2,50.0,2012-08-15 10:50:00,2012-08-15 10:00:00,262.15
13480,82191,1,outros,casa,Coletivo,0261,0051,< 2,50.0,2012-08-15 21:20:00,2012-08-15 20:30:00,262.15
13482,82191,2,estudo,casa,A pé,0196,0051,< 2,20.0,2012-08-15 12:00:00,2012-08-15 11:40:00,0.0
13483,82191,3,casa,estudo,A pé,0051,0196,< 2,30.0,2012-08-15 18:30:00,2012-08-15 18:00:00,0.0
13484,82191,3,estudo,casa,A pé,0196,0052,< 2,30.0,2012-08-15 21:30:00,2012-08-15 21:00:00,0.0
13485,82193,4,casa,estudo,A pé,0052,0196,< 2,40.0,2012-08-15 07:40:00,2012-08-15 07:00:00,7042.87
13486,82193,4,estudo,casa,A pé,0196,0052,< 2,40.0,2012-08-15 15:25:00,2012-08-15 14:45:00,7042.87
13487,82194,1,casa,estudo,Coletivo,0052,0052,< 2,36.0,2012-08-15 07:08:00,2012-08-15 16:00:00,260.43
13488,82194,1,estudo,casa,Coletivo,0052,0052,< 2,13.0,2012-08-15 07:23:00,2012-08-15 07:10:00,260.43
13489,82194,2,casa,trabalho,A pé,0052,0190,< 2,30.0,2012-08-15 07:10:00,2012-08-15 06:40:00,260.43
13490,82194,2,trabalho,casa,A pé,0190,0052,< 2,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,260.43
13491,82195,1,casa,outros,A pé,0194,0195,< 2,10.0,2012-08-15 19:10:00,2012-08-15 19:00:00,262.15
13492,82195,1,outros,casa,A pé,0195,0052,< 2,10.0,2012-08-15 23:10:00,2012-08-15 23:00:00,262.15
13493,82199,3,casa,trabalho,Coletivo,0195,0109,< 2,55.0,2012-08-15 11:40:00,2012-08-15 10:45:00,3485.3
13494,82199,3,trabalho,casa,Coletivo,0109,0195,< 2,70.0,2012-08-15 20:40:00,2012-08-15 19:30:00,3485.3
13495,82199,4,casa,trabalho,Coletivo,0195,0109,< 2,55.0,2012-08-15 11:40:00,2012-08-15 10:45:00,774.03
13496,82201,1,casa,estudo,Coletivo,0194,0133,< 2,95.0,2012-08-15 13:35:00,2012-08-15 12:00:00,1047.68
13497,82201,1,estudo,casa,Coletivo,0133,0194,< 2,95.0,2012-08-15 19:35:00,2012-08-15 18:00:00,1047.68
13498,82201,2,casa,trabalho,Coletivo,0052,0143,< 2,70.0,2012-08-15 06:10:00,2012-08-15 05:00:00,454.26
13499,82201,2,trabalho,casa,Coletivo,0143,0052,< 2,90.0,2012-08-15 17:30:00,2012-08-15 16:00:00,454.26
13500,82204,1,casa,estudo,A pé,0194,0195,< 2,15.0,2012-08-15 07:05:00,2012-08-15 06:50:00,670.61
13501,82204,1,estudo,casa,Coletivo,0195,0194,< 2,20.0,2012-08-15 12:10:00,2012-08-15 11:50:00,670.61
13502,82204,2,casa,trabalho,Coletivo,0052,0397,< 2,60.0,2012-08-15 05:45:00,2012-08-15 04:45:00,668.89
13503,82204,2,trabalho,casa,Coletivo,0397,0194,< 2,140.0,2012-08-15 21:30:00,2012-08-15 19:10:00,668.89
13504,82206,2,casa,trabalho,Individual,0051,0153,< 2,20.0,2012-08-15 05:20:00,2012-08-15 05:00:00,774.03
13505,82206,2,trabalho,casa,Individual,0159,0061,< 2,20.0,2012-08-15 15:20:00,2012-08-15 15:00:00,774.03
13506,82206,3,casa,saude,Coletivo,0052,0196,< 2,60.0,2012-08-15 06:00:00,2012-08-15 05:00:00,1504.42
13507,82206,3,saude,trabalho,Coletivo,0217,0111,< 2,45.0,2012-08-15 15:45:00,2012-08-15 15:00:00,1504.42
13508,82206,3,trabalho,casa,Coletivo,0112,0051,< 2,60.0,2012-08-15 23:00:00,2012-08-15 22:00:00,1504.42
