,cod_domicilio,num_pessoa,motivo_orig,motivo_dest,modo_agregado,zona_orig,zona_dest,faixa_renda,tempo_viagem,hora_chegada,hora_saida,fator_expansao
0,2,1,casa,trabalho,Coletivo,0465,0485,< 2,125.0,2012-08-15 11:05:00,2012-08-15 09:00:00,999.16
1,2,1,trabalho,casa,Coletivo,0485,0465,< 2,125.0,2012-08-15 21:45:00,2012-08-15 19:40:00,999.16
2,2,2,casa,trabalho,Coletivo,0465,0117,< 2,80.0,2012-08-15 06:10:00,2012-08-15 04:50:00,496.36
3,2,2,trabalho,casa,Coletivo,0117,0458,< 2,90.0,2012-08-15 16:30:00,2012-08-15 15:00:00,496.36
4,3,1,casa,lazer,Coletivo,0458,0485,< 2,60.0,2012-08-15 06:30:00,2012-08-15 05:30:00,933.88
5,3,1,lazer,casa,Coletivo,0485,0465,< 2,75.0,2012-08-15 18:45:00,2012-08-15 17:30:00,933.88
6,22,2,casa,estudo,Individual,0394,0399,2 - 5,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,2516.5
7,22,2,estudo,casa,Individual,0399,0394,2 - 5,15.0,2012-08-15 12:25:00,2012-08-15 12:10:00,2516.5
8,22,4,casa,estudo,Individual,0394,0399,2 - 5,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,2559.1
9,22,4,estudo,casa,Individual,0399,0394,2 - 5,15.0,2012-08-15 17:15:00,2012-08-15 17:00:00,2559.1
10,216,1,casa,trabalho,A pé,0196,0196,< 2,10.0,2012-08-15 05:10:00,2012-08-15 05:00:00,645.11
11,216,1,casa,trabalho,Coletivo,0196,0718,< 2,10.0,2012-08-15 05:30:00,2012-08-15 05:20:00,645.11
12,216,1,trabalho,casa,Coletivo,0718,0196,< 2,12.0,2012-08-15 14:42:00,2012-08-15 14:30:00,1007.84
13,216,3,casa,outros,A pé,0196,0164,< 2,40.0,2012-08-15 13:40:00,2012-08-15 13:00:00,476.01
14,216,3,outros,casa,A pé,0164,0196,< 2,40.0,2012-08-15 16:40:00,2012-08-15 16:00:00,476.01
15,216,4,casa,estudo,A pé,0196,0196,< 2,7.0,2012-08-15 12:07:00,2012-08-15 12:00:00,590.96
16,216,4,casa,estudo,Coletivo,0195,0156,< 2,12.0,2012-08-15 12:19:00,2012-08-15 12:07:00,590.96
17,216,4,estudo,casa,A pé,0195,0196,< 2,10.0,2012-08-15 18:10:00,2012-08-15 18:00:00,590.96
18,216,4,estudo,casa,Coletivo,0156,0196,< 2,25.0,2012-08-15 17:55:00,2012-08-15 17:30:00,590.96
19,219,1,casa,saude,Coletivo,0196,0279,< 2,5.0,2012-08-15 12:45:00,2012-08-15 12:40:00,149.44
20,219,1,saude,casa,Coletivo,0279,0196,< 2,60.0,2012-08-15 15:30:00,2012-08-15 14:30:00,149.44
21,219,2,casa,outros,A pé,0196,0196,< 2,15.0,2012-08-15 12:30:00,2012-08-15 12:15:00,246.2
22,219,2,outros,casa,A pé,0196,0196,< 2,15.0,2012-08-15 13:45:00,2012-08-15 13:30:00,246.2
23,236,1,trabalho,trabalho,Individual,0058,0999,< 2,150.0,2012-08-15 07:30:00,2012-08-15 05:00:00,645.11
24,236,2,outros,casa,A pé,0195,0195,< 2,40.0,2012-08-15 09:10:00,2012-08-15 08:30:00,645.11
25,236,2,outros,outros,A pé,0013,0195,< 2,5.0,2012-08-15 06:45:00,2012-08-15 06:40:00,645.11
26,258,1,casa,outros,Coletivo,0167,0370,2 - 5,150.0,2012-08-15 20:00:00,2012-08-15 17:30:00,24974.37
27,258,1,outros,outros,Coletivo,0268,0167,2 - 5,70.0,2012-08-15 16:32:00,2012-08-15 15:22:00,24974.37
28,258,1,outros,outros,Coletivo,0397,0268,2 - 5,82.0,2012-08-15 14:22:00,2012-08-15 13:00:00,24974.37
29,278,1,casa,trabalho,Individual,0196,0189,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,1410.17
30,278,1,trabalho,casa,Individual,0189,0196,< 2,30.0,2012-08-15 20:30:00,2012-08-15 20:00:00,1410.17
31,278,2,casa,trabalho,Individual,0196,0189,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,942.68
32,278,2,trabalho,casa,Individual,0189,0196,< 2,30.0,2012-08-15 20:30:00,2012-08-15 20:00:00,942.68
33,288,2,outros,outros,Individual,0383,0383,2 - 5,10.0,2012-08-15 08:10:00,2012-08-15 08:00:00,3400.06
34,299,1,casa,trabalho,Coletivo,0003,0212,< 2,75.0,2012-08-15 08:00:00,2012-08-15 06:45:00,149.44
35,299,1,casa,trabalho,Coletivo,0212,0385,< 2,55.0,2012-08-15 09:05:00,2012-08-15 08:10:00,149.44
36,299,1,trabalho,casa,Coletivo,0212,0196,< 2,60.0,2012-08-15 17:40:00,2012-08-15 16:40:00,149.44
37,299,1,trabalho,casa,Coletivo,0385,0212,< 2,55.0,2012-08-15 16:25:00,2012-08-15 15:30:00,149.44
38,305,1,casa,outros,A pé,0052,0196,< 2,10.0,2012-08-15 14:10:00,2012-08-15 14:00:00,149.44
39,305,1,outros,casa,A pé,0196,0052,< 2,10.0,2012-08-15 14:30:00,2012-08-15 14:20:00,149.44
40,458,4,casa,trabalho,A pé,0195,0196,< 2,10.0,2012-08-15 07:40:00,2012-08-15 07:30:00,2017.08
41,458,4,casa,trabalho,Coletivo,0195,0161,< 2,40.0,2012-08-15 08:20:00,2012-08-15 07:40:00,2017.08
42,458,4,estudo,casa,A pé,0052,0195,< 2,20.0,2012-08-15 23:05:00,2012-08-15 22:45:00,2017.08
43,458,4,trabalho,estudo,Coletivo,0161,0052,< 2,60.0,2012-08-15 18:30:00,2012-08-15 17:30:00,2017.08
44,463,1,casa,casa,Individual,0394,0347,2 - 5,10.0,2012-08-15 17:10:00,2012-08-15 17:00:00,2559.1
45,463,1,trabalho,trabalho,Individual,0347,0394,2 - 5,10.0,2012-08-15 08:00:00,2012-08-15 07:50:00,2559.1
46,463,2,casa,casa,Individual,0394,0347,2 - 5,10.0,2012-08-15 17:10:00,2012-08-15 17:00:00,2559.1
47,463,2,trabalho,trabalho,Individual,0347,0394,2 - 5,20.0,2012-08-15 08:10:00,2012-08-15 07:50:00,2559.1
48,463,3,estudo,estudo,A pé,0347,0394,2 - 5,15.0,2012-08-15 07:00:00,2012-08-15 06:45:00,1303.83
49,463,3,trabalho,trabalho,A pé,0394,0347,2 - 5,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,1303.83
50,463,4,estudo,estudo,A pé,0347,0394,2 - 5,15.0,2012-08-15 07:00:00,2012-08-15 06:45:00,2516.5
51,463,4,trabalho,trabalho,A pé,0394,0347,2 - 5,15.0,2012-08-15 12:15:00,2012-08-15 12:00:00,2516.5
52,485,1,casa,saude,Coletivo,0195,0456,< 2,60.0,2012-08-15 15:30:00,2012-08-15 14:30:00,246.2
53,485,1,saude,casa,Coletivo,0137,0195,< 2,60.0,2012-08-15 18:45:00,2012-08-15 17:45:00,246.2
54,485,2,casa,trabalho,A pé,0195,0195,< 2,2.0,2012-08-15 12:02:00,2012-08-15 12:00:00,149.44
55,485,2,trabalho,casa,A pé,0195,0195,< 2,2.0,2012-08-15 00:02:00,2012-08-15 00:00:00,149.44
56,493,1,casa,saude,A pé,0195,0196,< 2,30.0,2012-08-15 06:00:00,2012-08-15 05:30:00,149.44
57,493,1,casa,trabalho,A pé,0195,0195,< 2,122.0,2012-08-15 14:00:00,2012-08-15 11:58:00,149.44
58,493,1,saude,casa,A pé,0194,0195,< 2,45.0,2012-08-15 12:00:00,2012-08-15 11:15:00,149.44
59,500,1,casa,outros,A pé,0195,0196,< 2,10.0,2012-08-15 16:10:00,2012-08-15 16:00:00,417.68
60,500,1,casa,outros,Coletivo,0195,0158,< 2,20.0,2012-08-15 16:30:00,2012-08-15 16:10:00,417.68
61,500,1,outros,casa,A pé,0195,0195,< 2,10.0,2012-08-15 18:00:00,2012-08-15 17:50:00,417.68
62,500,1,outros,casa,Coletivo,0158,0196,< 2,20.0,2012-08-15 17:50:00,2012-08-15 17:30:00,417.68
63,533,1,casa,trabalho,A pé,0195,0196,< 2,10.0,2012-08-15 07:10:00,2012-08-15 07:00:00,0.0
64,533,1,estudo,casa,Coletivo,0195,0195,< 2,10.0,2012-08-15 21:45:00,2012-08-15 21:35:00,0.0
65,533,1,estudo,casa,Coletivo,0237,0196,< 2,35.0,2012-08-15 21:35:00,2012-08-15 21:00:00,0.0
66,533,1,trabalho,estudo,Coletivo,0196,0237,< 2,80.0,2012-08-15 19:05:00,2012-08-15 17:45:00,0.0
67,558,1,casa,lazer,Coletivo,0460,0655,< 2,75.0,2012-08-15 08:45:00,2012-08-15 07:30:00,113.05
68,558,1,lazer,casa,Coletivo,0655,0460,< 2,80.0,2012-08-15 18:00:00,2012-08-15 16:40:00,113.05
69,560,1,casa,trabalho,Individual,0460,0661,< 2,30.0,2012-08-15 07:30:00,2012-08-15 07:00:00,290.98
70,560,1,trabalho,casa,Individual,0661,0460,< 2,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,290.98
71,560,2,casa,lazer,Coletivo,0460,0139,< 2,175.0,2012-08-15 13:25:00,2012-08-15 10:30:00,290.98
72,560,2,lazer,casa,Coletivo,0142,0460,< 2,165.0,2012-08-15 19:25:00,2012-08-15 16:40:00,290.98
73,562,1,lazer,casa,Coletivo,0003,0460,< 2,130.0,2012-08-15 10:50:00,2012-08-15 08:40:00,137.74
74,562,1,lazer,trabalho,Coletivo,0003,0386,< 2,40.0,2012-08-15 08:00:00,2012-08-15 07:20:00,137.74
75,562,3,casa,trabalho,Coletivo,0460,0655,< 2,110.0,2012-08-15 08:50:00,2012-08-15 07:00:00,150.66
76,562,3,trabalho,casa,Coletivo,0655,0460,< 2,115.0,2012-08-15 18:55:00,2012-08-15 17:00:00,150.66
77,565,1,casa,trabalho,A pé,0195,0195,< 2,3.0,2012-08-15 09:03:00,2012-08-15 09:00:00,328.12
78,565,1,casa,trabalho,Coletivo,0321,0082,< 2,60.0,2012-08-15 07:15:00,2012-08-15 06:15:00,512.61
79,565,1,casa,trabalho,Coletivo,0460,0321,< 2,75.0,2012-08-15 06:15:00,2012-08-15 05:00:00,328.12
80,565,1,trabalho,casa,A pé,0195,0195,< 2,3.0,2012-08-15 22:33:00,2012-08-15 22:30:00,328.12
81,565,1,trabalho,casa,Coletivo,0082,0321,< 2,60.0,2012-08-15 20:00:00,2012-08-15 19:00:00,512.61
82,565,1,trabalho,casa,Coletivo,0321,0460,< 2,65.0,2012-08-15 21:05:00,2012-08-15 20:00:00,328.12
83,565,2,casa,trabalho,Coletivo,0119,0386,< 2,35.0,2012-08-15 06:50:00,2012-08-15 06:15:00,328.12
84,565,2,casa,trabalho,Coletivo,0195,0196,< 2,10.0,2012-08-15 05:10:00,2012-08-15 05:00:00,328.12
85,565,2,casa,trabalho,Coletivo,0196,0119,< 2,55.0,2012-08-15 06:15:00,2012-08-15 05:20:00,328.12
86,565,2,trabalho,casa,A pé,0196,0195,< 2,10.0,2012-08-15 17:10:00,2012-08-15 17:00:00,328.12
87,565,2,trabalho,casa,Coletivo,0113,0196,< 2,50.0,2012-08-15 17:00:00,2012-08-15 16:10:00,328.12
88,565,2,trabalho,casa,Coletivo,0386,0112,< 2,30.0,2012-08-15 16:00:00,2012-08-15 15:30:00,328.12
89,572,1,casa,outros,A pé,0195,0156,< 2,15.0,2012-08-15 11:25:00,2012-08-15 11:10:00,105.84
91,572,1,outros,saude,A pé,0356,0052,< 2,15.0,2012-08-15 11:45:00,2012-08-15 11:30:00,105.84
92,572,1,saude,casa,A pé,0052,0156,< 2,10.0,2012-08-15 14:40:00,2012-08-15 14:30:00,105.84
93,576,1,casa,trabalho,Individual,0195,0196,< 2,5.0,2012-08-15 07:05:00,2012-08-15 07:00:00,105.84
94,576,1,trabalho,casa,Individual,0195,0195,< 2,5.0,2012-08-15 01:45:00,2012-08-15 01:40:00,105.84
95,603,1,casa,outros,A pé,0195,0196,< 2,10.0,2012-08-15 07:10:00,2012-08-15 07:00:00,344.03
96,603,1,casa,outros,Coletivo,0158,0158,< 2,30.0,2012-08-15 08:00:00,2012-08-15 07:30:00,344.03
97,603,1,outros,casa,Coletivo,0158,0196,< 2,30.0,2012-08-15 11:00:00,2012-08-15 10:30:00,344.03
98,603,1,trabalho,casa,A pé,0195,0195,< 2,2.0,2012-08-15 23:02:00,2012-08-15 23:00:00,344.03
99,612,1,casa,casa,Individual,0368,0394,2 - 5,15.0,2012-08-15 11:15:00,2012-08-15 11:00:00,1303.83
100,612,1,trabalho,trabalho,Individual,0394,0368,2 - 5,15.0,2012-08-15 07:15:00,2012-08-15 07:00:00,1303.83
101,612,2,casa,casa,Coletivo,0069,0275,2 - 5,165.0,2012-08-15 18:45:00,2012-08-15 16:00:00,2516.5
102,612,2,casa,casa,Coletivo,0397,0394,2 - 5,95.0,2012-08-15 20:20:00,2012-08-15 18:45:00,2516.5
103,612,2,trabalho,trabalho,Coletivo,0370,0069,2 - 5,130.0,2012-08-15 10:35:00,2012-08-15 08:25:00,2516.5
104,612,2,trabalho,trabalho,Coletivo,0394,0370,2 - 5,85.0,2012-08-15 08:25:00,2012-08-15 07:00:00,2516.5
105,612,3,casa,casa,Individual,0370,0394,2 - 5,30.0,2012-08-15 11:30:00,2012-08-15 11:00:00,3797.35
106,612,3,estudo,estudo,Individual,0394,0383,2 - 5,30.0,2012-08-15 07:30:00,2012-08-15 07:00:00,3797.35
107,612,4,casa,casa,Coletivo,0346,0394,2 - 5,70.0,2012-08-15 17:10:00,2012-08-15 16:00:00,3797.35
108,612,4,trabalho,trabalho,Coletivo,0394,0346,2 - 5,47.0,2012-08-15 07:47:00,2012-08-15 07:00:00,3797.35
109,708,1,casa,casa,Coletivo,0196,0201,< 2,40.0,2012-08-15 15:40:00,2012-08-15 15:00:00,476.01
110,708,1,saude,saude,Coletivo,0201,0195,< 2,100.0,2012-08-15 14:40:00,2012-08-15 13:00:00,476.01
111,745,1,casa,casa,Coletivo,0139,0141,< 2,80.0,2012-08-15 12:20:00,2012-08-15 11:00:00,645.11
112,745,1,trabalho,trabalho,Coletivo,0208,0139,< 2,70.0,2012-08-15 06:50:00,2012-08-15 05:40:00,645.11
113,745,2,casa,casa,Coletivo,0078,0159,< 2,80.0,2012-08-15 16:40:00,2012-08-15 15:20:00,476.01
114,745,2,casa,casa,Coletivo,0159,0208,< 2,50.0,2012-08-15 17:30:00,2012-08-15 16:40:00,476.01
115,745,2,casa,trabalho,Coletivo,0208,0119,< 2,90.0,2012-08-15 06:40:00,2012-08-15 05:10:00,476.01
116,745,3,casa,casa,Coletivo,0139,0208,< 2,80.0,2012-08-15 12:20:00,2012-08-15 11:00:00,590.96
117,745,3,trabalho,trabalho,Coletivo,0208,0139,< 2,70.0,2012-08-15 06:50:00,2012-08-15 05:40:00,590.96
118,757,1,casa,casa,A pé,0196,0201,< 2,15.0,2012-08-15 17:15:00,2012-08-15 17:00:00,2389.32
119,757,1,trabalho,trabalho,A pé,0208,0196,< 2,15.0,2012-08-15 06:45:00,2012-08-15 06:30:00,2389.32
120,772,1,casa,casa,Coletivo,0397,0196,< 2,110.0,2012-08-15 19:50:00,2012-08-15 18:00:00,192.52
121,772,1,trabalho,casa,Coletivo,0196,0397,< 2,130.0,2012-08-15 08:50:00,2012-08-15 06:40:00,192.52
123,772,3,trabalho,casa,Coletivo,0196,0109,< 2,15.0,2012-08-15 06:45:00,2012-08-15 06:30:00,476.01
124,772,4,casa,casa,A pé,0195,0196,< 2,60.0,2012-08-15 18:15:00,2012-08-15 17:15:00,590.96
125,772,4,estudo,estudo,A pé,0196,0052,< 2,30.0,2012-08-15 11:30:00,2012-08-15 11:00:00,590.96
126,772,5,casa,casa,A pé,0195,0196,< 2,60.0,2012-08-15 18:15:00,2012-08-15 17:15:00,590.96
127,772,5,estudo,estudo,A pé,0196,0189,< 2,30.0,2012-08-15 11:30:00,2012-08-15 11:00:00,590.96
128,772,6,casa,casa,A pé,0195,0196,< 2,60.0,2012-08-15 18:15:00,2012-08-15 17:15:00,2017.08
129,772,6,estudo,estudo,A pé,0196,0052,< 2,30.0,2012-08-15 11:30:00,2012-08-15 11:00:00,2017.08
130,1009,1,casa,trabalho,Individual,0551,0332,< 2,120.0,2012-08-15 11:00:00,2012-08-15 09:00:00,478.85
131,1009,1,trabalho,casa,Individual,0342,0551,< 2,150.0,2012-08-15 23:30:00,2012-08-15 21:00:00,478.85
132,1226,1,casa,estudo,Individual,0399,0399,2 - 5,5.0,2012-08-15 06:45:00,2012-08-15 06:40:00,3576.98
133,1226,1,casa,outros,Individual,0392,0394,2 - 5,10.0,2012-08-15 21:00:00,2012-08-15 20:50:00,3576.98
134,1226,1,estudo,trabalho,Individual,0399,0394,2 - 5,5.0,2012-08-15 06:50:00,2012-08-15 06:45:00,3576.98
135,1226,1,outros,casa,Coletivo,0383,0392,2 - 5,10.0,2012-08-15 22:00:00,2012-08-15 21:50:00,3576.98
136,1226,1,outros,casa,Individual,0392,0394,2 - 5,10.0,2012-08-15 17:15:00,2012-08-15 17:05:00,3576.98
137,1226,1,outros,outros,Individual,0370,0392,2 - 5,60.0,2012-08-15 17:00:00,2012-08-15 16:00:00,3576.98
138,1226,1,trabalho,outros,Individual,0228,0370,2 - 5,40.0,2012-08-15 14:50:00,2012-08-15 14:10:00,3576.98
139,1226,1,trabalho,trabalho,Individual,0394,0228,2 - 5,55.0,2012-08-15 07:45:00,2012-08-15 06:50:00,3576.98
140,1258,1,casa,saude,Individual,0459,0719,< 2,40.0,2012-08-15 08:10:00,2012-08-15 07:30:00,892.96
141,1258,2,saude,casa,Individual,0720,0459,< 2,40.0,2012-08-15 17:10:00,2012-08-15 16:30:00,892.96
142,1259,2,casa,outros,A pé,0459,0462,< 2,25.0,2012-08-15 09:25:00,2012-08-15 09:00:00,610.93
143,1259,2,outros,casa,A pé,0720,0459,< 2,25.0,2012-08-15 11:25:00,2012-08-15 11:00:00,610.93
144,1262,1,casa,trabalho,Coletivo,0119,0113,< 2,25.0,2012-08-15 16:15:00,2012-08-15 15:50:00,268.09
146,1262,1,trabalho,casa,Coletivo,0113,0119,< 2,25.0,2012-08-15 22:25:00,2012-08-15 22:00:00,268.09
147,1262,1,trabalho,casa,Coletivo,0119,0485,< 2,70.0,2012-08-15 23:35:00,2012-08-15 22:25:00,268.09
148,1265,1,casa,outros,Coletivo,0459,0655,< 2,70.0,2012-08-15 10:10:00,2012-08-15 09:00:00,13639.98
149,1265,1,outros,casa,Coletivo,0655,0459,< 2,50.0,2012-08-15 12:50:00,2012-08-15 12:00:00,13639.98
150,1268,1,casa,trabalho,Coletivo,0459,0458,< 2,65.0,2012-08-15 06:05:00,2012-08-15 05:00:00,483.37
151,1268,1,trabalho,casa,Coletivo,0458,0458,< 2,55.0,2012-08-15 17:55:00,2012-08-15 17:00:00,483.37
152,1268,2,casa,estudo,A pé,0459,0460,< 2,40.0,2012-08-15 12:00:00,2012-08-15 16:40:00,828.31
153,1268,2,estudo,casa,A pé,0461,0459,< 2,40.0,2012-08-15 17:20:00,2012-08-15 12:00:00,828.31
154,1268,3,casa,casa,A pé,0459,0459,< 2,20.0,2012-08-15 07:00:00,2012-08-15 06:40:00,756.98
155,1268,3,estudo,casa,A pé,0720,0459,< 2,20.0,2012-08-15 11:20:00,2012-08-15 11:00:00,756.98
156,1270,1,casa,trabalho,A pé,0459,0457,< 2,30.0,2012-08-15 07:30:00,2012-08-15 07:00:00,268.09
157,1270,1,trabalho,casa,A pé,0457,0459,< 2,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,268.09
158,1270,2,casa,trabalho,Coletivo,0459,0600,< 2,80.0,2012-08-15 09:50:00,2012-08-15 08:30:00,268.09
159,1270,2,trabalho,casa,Coletivo,0600,0459,< 2,60.0,2012-08-15 19:00:00,2012-08-15 18:00:00,268.09
160,1272,1,casa,trabalho,Coletivo,0119,0387,< 2,40.0,2012-08-15 07:10:00,2012-08-15 06:30:00,755.16
161,1272,1,casa,trabalho,Coletivo,0459,0119,< 2,150.0,2012-08-15 06:30:00,2012-08-15 04:00:00,483.37
162,1272,1,trabalho,casa,Coletivo,0119,0459,< 2,130.0,2012-08-15 20:20:00,2012-08-15 18:10:00,483.37
163,1272,1,trabalho,casa,Coletivo,0387,0119,< 2,40.0,2012-08-15 18:10:00,2012-08-15 17:30:00,755.16
164,1272,2,casa,outros,Coletivo,0459,0458,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,690.99
165,1272,2,outros,casa,Coletivo,0458,0459,< 2,50.0,2012-08-15 18:50:00,2012-08-15 18:00:00,690.99
166,1272,3,casa,trabalho,Coletivo,0268,0221,< 2,35.0,2012-08-15 08:57:00,2012-08-15 08:22:00,828.31
167,1272,3,casa,trabalho,Coletivo,0458,0268,< 2,80.0,2012-08-15 08:20:00,2012-08-15 07:00:00,828.31
168,1272,3,casa,trabalho,Coletivo,0459,0458,< 2,60.0,2012-08-15 07:00:00,2012-08-15 06:00:00,828.31
169,1272,3,trabalho,casa,Coletivo,0221,0268,< 2,30.0,2012-08-15 18:30:00,2012-08-15 18:00:00,828.31
170,1272,3,trabalho,casa,Coletivo,0269,0459,< 2,50.0,2012-08-15 19:30:00,2012-08-15 18:40:00,828.31
171,1274,2,casa,trabalho,Coletivo,0459,0458,< 2,95.0,2012-08-15 07:35:00,2012-08-15 06:00:00,828.31
172,1274,2,trabalho,casa,Coletivo,0458,0459,< 2,75.0,2012-08-15 20:45:00,2012-08-15 19:30:00,828.31
173,1274,3,casa,trabalho,Coletivo,0459,0458,< 2,95.0,2012-08-15 07:35:00,2012-08-15 06:00:00,828.31
174,1274,3,trabalho,casa,Coletivo,0458,0459,< 2,75.0,2012-08-15 20:45:00,2012-08-15 19:30:00,828.31
175,1274,4,casa,trabalho,Coletivo,0459,0458,< 2,95.0,2012-08-15 07:35:00,2012-08-15 06:00:00,828.31
176,1274,4,trabalho,casa,Coletivo,0458,0459,< 2,75.0,2012-08-15 20:45:00,2012-08-15 19:30:00,828.31
177,1493,1,casa,trabalho,Individual,0461,0462,< 2,10.0,2012-08-15 16:10:00,2012-08-15 16:00:00,570.27
178,1493,1,trabalho,casa,Individual,0461,0461,< 2,10.0,2012-08-15 23:40:00,2012-08-15 23:30:00,570.27
179,1493,3,casa,estudo,Coletivo,0461,0463,< 2,35.0,2012-08-15 06:35:00,2012-08-15 06:00:00,455.9
180,1493,3,estudo,casa,Coletivo,0463,0461,< 2,35.0,2012-08-15 12:35:00,2012-08-15 12:00:00,455.9
181,1493,4,casa,estudo,Coletivo,0461,0463,< 2,35.0,2012-08-15 06:35:00,2012-08-15 06:00:00,455.9
182,1493,4,estudo,casa,Coletivo,0463,0461,< 2,40.0,2012-08-15 12:40:00,2012-08-15 12:00:00,455.9
183,1494,1,casa,trabalho,Coletivo,0461,0710,< 2,55.0,2012-08-15 06:25:00,2012-08-15 05:30:00,204.13
184,1494,1,trabalho,casa,Coletivo,0718,0461,< 2,70.0,2012-08-15 20:40:00,2012-08-15 19:30:00,204.13
185,1495,1,casa,trabalho,A pé,0461,0457,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,204.13
186,1495,1,trabalho,casa,A pé,0457,0461,< 2,20.0,2012-08-15 18:20:00,2012-08-15 18:00:00,204.13
187,1495,2,casa,trabalho,Coletivo,0461,0169,< 2,145.0,2012-08-15 06:25:00,2012-08-15 04:00:00,137.74
188,1495,2,trabalho,casa,Coletivo,0169,0461,< 2,130.0,2012-08-15 16:10:00,2012-08-15 14:00:00,137.74
191,1496,1,casa,trabalho,Coletivo,0461,0458,< 2,70.0,2012-08-15 07:40:00,2012-08-15 06:30:00,360.31
192,1496,1,trabalho,trabalho,Coletivo,0050,0321,< 2,65.0,2012-08-15 20:05:00,2012-08-15 19:00:00,360.31
193,1496,1,trabalho,trabalho,Coletivo,0321,0458,< 2,50.0,2012-08-15 21:00:00,2012-08-15 20:10:00,360.31
194,1496,2,casa,trabalho,Coletivo,0461,0719,< 2,85.0,2012-08-15 06:55:00,2012-08-15 05:30:00,570.27
195,1496,2,trabalho,casa,Coletivo,0719,0461,< 2,95.0,2012-08-15 19:35:00,2012-08-15 18:00:00,570.27
196,1496,3,casa,casa,Coletivo,0461,0457,< 2,20.0,2012-08-15 12:50:00,2012-08-15 12:30:00,455.9
197,1496,3,trabalho,casa,A pé,0457,0461,< 2,20.0,2012-08-15 16:20:00,2012-08-15 16:00:00,455.9
198,1496,4,casa,estudo,A pé,0461,0457,< 2,20.0,2012-08-15 06:50:00,2012-08-15 06:30:00,455.9
199,1496,4,estudo,casa,A pé,0457,0461,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,455.9
200,1499,1,casa,trabalho,Coletivo,0461,0655,< 2,70.0,2012-08-15 06:10:00,2012-08-15 05:00:00,290.98
201,1499,1,casa,trabalho,Coletivo,0655,0453,< 2,70.0,2012-08-15 07:20:00,2012-08-15 06:10:00,290.98
202,1499,1,trabalho,casa,Coletivo,0453,0654,< 2,70.0,2012-08-15 18:10:00,2012-08-15 17:00:00,290.98
203,1499,1,trabalho,casa,Coletivo,0655,0461,< 2,50.0,2012-08-15 19:00:00,2012-08-15 18:10:00,290.98
204,1502,1,casa,casa,Coletivo,0458,0461,< 2,45.0,2012-08-15 20:00:00,2012-08-15 19:15:00,137.74
205,1502,1,casa,trabalho,Coletivo,0458,0468,< 2,110.0,2012-08-15 06:55:00,2012-08-15 05:05:00,137.74
206,1502,1,casa,trabalho,Coletivo,0461,0458,< 2,65.0,2012-08-15 05:05:00,2012-08-15 04:00:00,137.74
207,1502,1,trabalho,casa,Coletivo,0468,0485,< 2,135.0,2012-08-15 19:15:00,2012-08-15 17:00:00,137.74
208,1504,1,casa,trabalho,Coletivo,0461,0171,< 2,100.0,2012-08-15 05:40:00,2012-08-15 04:00:00,204.13
209,1504,1,trabalho,casa,Coletivo,0171,0461,< 2,100.0,2012-08-15 17:25:00,2012-08-15 15:45:00,204.13
210,1504,2,casa,casa,Coletivo,0461,0171,< 2,100.0,2012-08-15 05:40:00,2012-08-15 04:00:00,204.13
211,1504,2,trabalho,casa,Coletivo,0171,0461,< 2,85.0,2012-08-15 17:10:00,2012-08-15 15:45:00,204.13
212,1504,3,casa,estudo,A pé,0461,0666,< 2,20.0,2012-08-15 12:50:00,2012-08-15 12:30:00,1885.7
213,1504,3,estudo,casa,A pé,0544,0461,< 2,20.0,2012-08-15 15:20:00,2012-08-15 15:00:00,1885.7
214,1505,1,casa,trabalho,Coletivo,0119,0075,< 2,25.0,2012-08-15 09:30:00,2012-08-15 09:05:00,562.9
215,1505,1,casa,trabalho,Coletivo,0458,0119,< 2,70.0,2012-08-15 09:05:00,2012-08-15 07:55:00,360.31
216,1505,1,casa,trabalho,Coletivo,0461,0458,< 2,85.0,2012-08-15 07:55:00,2012-08-15 06:30:00,360.31
217,1505,1,trabalho,casa,Coletivo,0075,0119,< 2,30.0,2012-08-15 17:30:00,2012-08-15 17:00:00,562.9
218,1505,1,trabalho,casa,Coletivo,0119,0458,< 2,80.0,2012-08-15 18:50:00,2012-08-15 17:30:00,360.31
219,1505,1,trabalho,casa,Coletivo,0458,0461,< 2,70.0,2012-08-15 20:00:00,2012-08-15 18:50:00,360.31
220,1505,2,casa,lazer,A pé,0461,0666,< 2,20.0,2012-08-15 07:20:00,2012-08-15 07:00:00,360.31
221,1505,2,lazer,casa,A pé,0666,0461,< 2,20.0,2012-08-15 12:20:00,2012-08-15 12:00:00,360.31
222,1505,3,casa,trabalho,Coletivo,0461,0458,< 2,60.0,2012-08-15 08:00:00,2012-08-15 07:00:00,570.27
223,1505,3,trabalho,casa,Coletivo,0458,0461,< 2,60.0,2012-08-15 18:00:00,2012-08-15 17:00:00,570.27
